"","Mat_Bat","Inns_Bat","NO","Runs_Bat","HS","Ave_Bat","BF","SR_Bat","100","50","4s","6s","Ct","St","Mat_Bowl","Inns_Bowl","Balls","Runs_Bowl","Wkts","Ave_Bowl","Econ","SR_Bowl","4w","5w","10","Full_Name","Country","Batting_Style","Bowling_Style"
"345",2,2,0,161,113,80.5,170,94.7,1,0,18,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Temba Bavuma","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium"
"346",40,17,7,168,36,16.8,165,101.81,0,0,11,4,21,0,40,39,1801,1581,41,38.56,5.26,43.9,0,0,0," Adam Fraser Milne","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast"
"347",53,42,15,771,67,28.55,846,91.13,0,2,57,22,21,0,53,50,2449,2001,59,33.91,4.9,41.5,0,1,0," Mitchell Josef Santner","New Zealand","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"348",159,156,17,5976,237,42.99,6918,86.38,13,34,613,148,76,0,159,11,109,98,4,24.5,5.39,27.2,0,0,0," Martin James Guptill","New Zealand","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"349",10,10,1,170,46,18.88,319,53.29,0,0,12,1,6,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Dogodo Bau","Papua New Guinea","Batting style Right-hand bat",NA
"350",5,5,1,139,89,34.75,201,69.15,0,1,10,3,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Kiplin Doriga","Papua New Guinea","Batting style Right-hand bat",NA
"351",5,4,0,9,5,2.25,37,24.32,0,0,0,0,0,0,5,5,194,218,0,NA,6.74,NA,0,0,0," Nosaina Pokana","Papua New Guinea","Batting style Right-hand bat","Bowling style Left-arm fast"
"352",12,10,8,85,46,42.5,80,106.25,0,0,5,3,4,0,12,12,559,435,13,33.46,4.66,43,0,0,0," Alei Nao","Papua New Guinea","Batting style Right-hand bat","Bowling style Right-arm medium"
"353",13,10,4,123,26,20.5,200,61.5,0,0,6,1,7,0,13,12,546,371,16,23.18,4.07,34.1,0,1,0," Con de Wet de Lange","Scotland","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"354",22,18,0,328,58,18.22,347,94.52,0,3,28,8,11,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Craig Donald Wallace","Scotland","Batting style Right-hand bat",NA
"355",4,4,1,6,5,2,22,27.27,0,0,0,0,1,0,4,4,150,141,0,NA,5.64,NA,0,0,0," Damien Apa Ravu","Papua New Guinea","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"356",16,14,1,352,53,27.07,537,65.54,0,3,25,1,4,0,16,1,6,7,0,NA,7,NA,0,0,0," Nasir Jamal Ahmadzai","Afghanistan","Batting style Right-hand bat","Bowling style Legbreak googly"
"357",72,49,25,500,47,20.83,624,80.12,0,0,38,21,14,0,72,70,3271,2914,98,29.73,5.34,33.3,3,0,0," Dawlat Zadran","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"358",77,49,22,436,62,16.14,612,71.24,0,1,35,6,32,0,77,75,3788,2907,81,35.88,4.6,46.7,4,0,0," George Henry Dockrell","Ireland","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"359",16,15,4,170,36,15.45,245,69.38,0,0,14,0,17,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Stuart William Poynter","Ireland","Batting style Right-hand bat",NA
"360",23,14,3,82,16,7.45,159,51.57,0,0,5,0,8,0,23,23,1194,1156,47,24.59,5.8,25.4,2,1,0," Barry John McCarthy","Ireland","Batting style Right-hand bat","Bowling style Right-arm medium"
"361",46,45,1,1139,114,25.88,1798,63.34,1,7,121,4,15,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Noor Ali Zadran","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"362",43,27,17,67,17,6.7,160,41.87,0,0,5,3,5,0,43,43,1935,1543,43,35.88,4.78,45,2,0,0," Shapoor Zadran","Afghanistan","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"363",6,5,0,210,88,42,218,96.33,0,2,22,3,3,0,6,1,6,2,0,NA,2,NA,0,0,0," Shreyas Santosh Iyer","India","Batting style Right-hand bat","Bowling style Legbreak googly"
"364",18,14,1,332,56,25.53,383,86.68,0,1,33,5,4,0,18,18,765,720,15,48,5.64,51,0,0,0," Sachith Shanaka Pathirana","Sri Lanka","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"365",33,32,1,957,116,30.87,1114,85.9,1,7,97,15,12,0,33,15,282,268,6,44.66,5.7,47,0,0,0," Mashtayage Danushka Gunathilaka","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"366",29,23,4,558,114,29.36,696,80.17,1,1,49,6,10,0,29,23,780,678,22,30.81,5.21,35.4,0,0,0," Downdegedara Asela Sampath Gunaratne","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"367",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,60,65,1,65,6.5,60,0,0,0," Washington Sundar","India","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"368",16,9,2,79,30,11.28,135,58.51,0,0,4,0,3,0,16,16,794,667,22,30.31,5.04,36,1,0,0," Douglas Andrew John Bracewell","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"369",2,2,1,15,12,15,51,29.41,0,0,2,0,0,0,2,2,102,102,1,102,6,102,0,0,0," Ronsford Rodwick Beaton","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"370",8,5,4,19,16,19,27,70.37,0,0,1,0,0,0,8,7,330,293,9,32.55,5.32,36.6,1,0,0," Kesrick Omari Kenal Williams","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"371",18,13,7,21,12,3.5,53,39.62,0,0,1,0,1,0,18,18,839,782,23,34,5.59,36.4,0,0,0," Shannon Terry Gabriel","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast"
"372",6,4,2,69,49,34.5,61,113.11,0,0,4,2,2,0,6,5,168,150,7,21.42,5.35,24,0,0,0," Todd Duncan Astle","New Zealand","Batting style Right-hand bat","Bowling style Legbreak"
"373",39,39,4,943,109,26.94,1161,81.22,1,5,78,12,9,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Neil Trevor Broom","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"374",7,6,0,138,46,23,192,71.87,0,0,20,0,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Kyle Antonio Hope","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"375",50,27,13,284,51,20.28,359,79.1,0,1,23,4,18,0,50,46,2125,1660,45,36.88,4.68,47.2,2,0,0," Nikita O'Brien Miller","West Indies","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"376",9,8,0,53,19,6.62,86,61.62,0,0,7,0,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Chadwick Antonio Kirkpatrick Walton","West Indies","Batting style Right-hand bat",NA
"377",53,53,3,1845,102,36.9,2478,74.45,3,12,168,14,8,0,53,14,258,260,4,65,6.04,64.5,0,0,0," Azhar Ali","Pakistan","Batting style Right-hand bat","Bowling style Legbreak"
"378",4,3,2,95,62,95,96,98.95,0,1,8,5,0,0,4,4,156,154,2,77,5.92,78,0,0,0," Aamer Yamin","Pakistan","Batting style Right-hand bat","Bowling style Right-arm medium"
"379",16,16,1,271,59,18.06,392,69.13,0,1,28,2,6,0,16,3,42,24,0,NA,3.42,NA,0,0,0," Umar Amin","Pakistan","Batting style Left-hand bat","Bowling style Right-arm medium"
"380",78,77,8,2622,160,38,3630,72.23,6,15,255,25,27,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Edmund Christopher Joyce","Ireland","Batting style Left-hand bat","Bowling style Right-arm medium"
"381",16,16,0,374,90,23.37,568,65.84,0,3,42,3,22,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Ghulam Shabber","United Arab Emirates","Batting style Left-hand bat",NA
"382",5,5,0,78,37,15.6,123,63.41,0,0,5,1,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Boota","United Arab Emirates",NA,NA
"383",11,7,3,25,16,6.25,50,50,0,0,2,2,2,0,11,11,475,464,24,19.33,5.86,19.7,0,1,0," Zahoor Khan","United Arab Emirates","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"384",6,4,2,6,4,3,21,28.57,0,0,1,0,0,0,6,6,300,276,4,69,5.52,75,0,0,0," Qadeer Ahmed Khan","United Arab Emirates","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"385",5,5,0,194,87,38.8,271,71.58,0,2,16,1,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Michael Alexander Jones","Scotland","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"386",5,2,0,24,20,12,19,126.31,0,0,5,0,3,0,5,5,246,187,6,31.16,4.56,41,1,0,0," Thomas Barclay Sole","Scotland","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"387",4,3,2,6,3,6,9,66.66,0,0,0,0,3,0,4,4,203,174,7,24.85,5.14,29,0,0,0," Stuart Gordon Whittingham","Scotland","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"388",2,2,1,9,8,9,13,69.23,0,0,0,0,1,0,2,2,109,123,3,41,6.77,36.3,0,0,0," Scott James Cameron","Scotland","Batting style Right-hand bat",NA
"389",53,49,9,1428,102,35.7,1534,93.08,1,11,120,37,25,0,53,50,1700,1564,44,35.54,5.52,38.6,1,1,0," Mitchell Ross Marsh","Australia","Batting style Right-hand bat","Bowling style Right-arm medium"
"390",91,77,16,2072,105,33.96,2586,80.12,2,11,145,45,37,0,91,19,331,351,12,29.25,6.36,27.5,0,0,0," Cameron Leon White","Australia","Batting style Right-hand bat","Bowling style Legbreak googly"
"391",79,72,6,1259,99,19.07,1639,76.81,0,5,130,12,22,0,79,30,666,566,10,56.6,5.09,66.6,0,0,0," Malcolm Noel Waller","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"392",96,71,20,744,58,14.58,1196,62.2,0,1,48,5,37,0,96,95,4680,3597,119,30.22,4.61,39.3,4,3,0," Alexander Graeme Cremer","Zimbabwe","Batting style Right-hand bat","Bowling style Legbreak googly"
"393",3,1,0,19,19,19,24,79.16,0,0,3,0,0,0,3,3,150,79,5,15.8,3.16,30,0,0,0," Sunzamul Islam","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"394",9,7,1,63,22,10.5,71,88.73,0,0,5,2,4,0,9,9,259,296,9,32.88,6.85,28.7,0,0,0," Pinnaduwage Wanindu Hasaranga de Silva","Sri Lanka","Batting style Right-hand bat","Bowling style Legbreak"
"395",7,3,0,11,7,3.66,16,68.75,0,0,1,0,1,0,7,7,216,244,0,NA,6.77,NA,0,0,0," Mohammed Abul Hasan","Bangladesh","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"396",1,1,0,7,7,7,6,116.66,0,0,1,0,0,0,1,1,37,26,3,8.66,4.21,12.3,0,0,0," Devapurage Shehan Madushanka Kumara","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"397",34,23,3,393,62,19.65,404,97.27,0,1,32,12,6,0,34,33,1512,1415,35,40.42,5.61,43.2,2,0,0," Christopher Henry Morris","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"398",24,14,3,86,20,7.81,90,95.55,0,0,5,7,4,0,24,24,1193,1149,32,35.9,5.77,37.2,0,2,0," Brian Vitalis Vitori","Zimbabwe","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"399",13,11,2,139,30,15.44,224,62.05,0,0,11,0,6,0,13,5,82,81,2,40.5,5.92,41,0,0,0," Ryan Ponsonby Burl","Zimbabwe","Batting style Left-hand bat","Bowling style Legbreak"
"400",14,9,3,53,21,8.83,84,63.09,0,0,2,2,2,0,14,14,596,414,12,34.5,4.16,49.6,0,0,0," Sharafuddin Ashraf","Afghanistan","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"401",5,5,1,160,124,40,174,91.95,1,0,12,3,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mark Sinclair Chapman","New Zealand","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"402",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,12,11,0,NA,5.5,NA,0,0,0," Vivian Jilling Kingma","Netherlands","Batting style Right-hand bat","Bowling style Right-arm medium"
"403",13,7,3,39,12,9.75,41,95.12,0,0,3,2,3,0,13,13,705,561,17,33,4.77,41.4,0,0,0," Roelof Erasmus van der Merwe","Netherlands","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"404",33,32,9,1541,119,67,1757,87.7,5,9,130,29,13,0,33,33,1580,1327,55,24.12,5.03,28.7,3,0,0," Ryan Neil ten Doeschate","Netherlands","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"405",11,6,3,16,14,5.33,31,51.61,0,0,3,0,3,0,11,11,579,410,19,21.57,4.24,30.4,0,0,0," Bradley Thomas James Wheal","Scotland","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"406",2,2,0,34,21,17,39,87.17,0,0,5,0,1,0,2,2,30,19,0,NA,3.8,NA,0,0,0," Jason Kila","Papua New Guinea","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"407",10,7,0,81,45,11.57,163,49.69,0,0,6,3,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shahid Wasif","Hong Kong","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"408",28,26,2,323,33,13.45,391,82.6,0,0,20,12,9,0,28,27,1284,1163,26,44.73,5.43,49.3,1,1,0," Carlos Ricardo Brathwaite","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"409",17,16,1,264,60,17.6,488,54.09,0,2,15,0,20,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Afsar Khan Zazai","Afghanistan","Batting style Right-hand bat",NA
"410",1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Simandeep Pansotra Singh","Hong Kong","Batting style Right-hand bat",NA
"411",6,4,4,4,2,NA,11,36.36,0,0,0,0,3,0,6,6,229,208,5,41.6,5.44,45.8,0,0,0," Tanveer Ahmed","Hong Kong","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"412",5,5,0,94,41,18.8,188,50,0,0,10,0,2,0,5,3,120,71,2,35.5,3.55,60,0,0,0," Mohammed Qasim","United Arab Emirates","Batting style Right-hand bat",NA
"413",15,13,1,239,56,19.91,267,89.51,0,1,27,9,8,0,15,15,618,608,9,67.55,5.9,68.6,0,0,0," Amjad Javed","United Arab Emirates","Batting style Right-hand bat","Bowling style Right-arm medium"
"414",157,138,14,3236,124,26.09,3855,83.94,5,10,378,37,157,31,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Kamran Akmal","Pakistan","Batting style Right-hand bat",NA
"415",79,56,13,589,54,13.69,715,82.37,0,2,46,21,23,0,79,78,3695,3503,102,34.34,5.68,36.2,4,1,0," Wahab Riaz","Pakistan","Batting style Right-hand bat","Bowling style Left-arm fast"
"416",28,25,2,524,54,22.78,764,68.58,0,3,43,9,7,0,28,11,124,141,3,47,6.82,41.3,0,0,0," Jonathan Lyndon Carter","West Indies","Batting style Left-hand bat","Bowling style Right-arm medium"
"417",7,4,1,19,10,6.33,26,73.07,0,0,1,0,1,0,7,7,331,271,8,33.87,4.91,41.3,0,0,0," Veerasammy Permaul","West Indies","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"418",20,15,1,228,39,16.28,251,90.83,0,0,24,3,8,0,20,16,559,490,12,40.83,5.25,46.5,0,0,0," Stuart Robert Thompson","Ireland","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"419",85,68,9,1397,170,23.67,1220,114.5,1,4,149,43,105,12,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Luke Ronchi","New Zealand","Batting style Right-hand bat",NA
"420",41,37,7,811,74,27.03,854,94.96,0,4,84,9,17,0,41,38,1190,1293,34,38.02,6.51,35,2,0,0," James Douglas Sheahan Neesham","New Zealand","Batting style Left-hand bat","Bowling style Right-arm medium"
"421",2,1,1,11,11,NA,6,183.33,0,0,1,0,0,0,2,2,84,58,5,11.6,4.14,16.8,0,0,0," Scott Christopher Kuggeleijn","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"422",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,2,105,110,1,110,6.28,105,0,0,0," Seth Hayden Arnold Rance","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"423",16,7,5,10,4,5,35,28.57,0,0,0,0,3,0,16,15,718,621,27,23,5.18,26.5,2,0,0," Hamish Kyle Bennett","New Zealand","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"424",49,45,5,1109,131,27.72,1020,108.72,1,4,86,55,11,0,49,43,1485,1502,60,25.03,6.06,24.7,2,1,0," Corey James Anderson","New Zealand","Batting style Left-hand bat","Bowling style Left-arm medium-fast"
"425",13,6,2,20,11,5,32,62.5,0,0,2,1,2,0,13,12,657,563,27,20.85,5.14,24.3,0,1,0," Craig Alexander Young","Ireland","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"426",43,15,8,95,34,13.57,162,58.64,0,0,5,2,13,0,43,42,2014,1691,49,34.51,5.03,41.1,0,0,0," Jeetan Shashi Patel","New Zealand","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"427",65,38,14,508,56,21.16,648,78.39,0,1,39,8,12,0,65,61,2911,2738,94,29.12,5.64,30.9,3,2,0," Wayne Dillon Parnell","South Africa","Batting style Left-hand bat","Bowling style Left-arm medium-fast"
"428",1,1,1,37,37,NA,37,100,0,0,5,1,0,0,1,1,42,34,1,34,4.85,42,0,0,0," Tobias Skelton Roland-Jones","England","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"429",69,30,13,136,35,8,223,60.98,0,0,11,3,15,0,69,67,3550,2996,102,29.37,5.06,34.8,4,2,0," Steven Thomas Finn","England","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"430",117,47,18,268,32,9.24,354,75.7,0,0,24,7,31,0,117,114,5760,4761,188,25.32,4.95,30.6,7,2,0," Morne Morkel","South Africa","Batting style Left-hand bat","Bowling style Right-arm fast"
"431",29,21,11,271,51,27.1,273,99.26,0,1,29,8,5,0,29,29,1486,1256,42,29.9,5.07,35.3,1,1,0," John Wayne Hastings","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"432",11,10,1,81,18,9,119,68.06,0,0,7,0,4,0,11,10,354,306,7,43.71,5.18,50.5,0,0,0," Moises Constantino Henriques","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"433",304,278,40,8701,150,36.55,9924,87.67,14,52,908,155,94,0,304,161,5048,4294,111,38.68,5.1,45.4,2,1,0," Yuvraj Singh","India","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"434",111,61,19,675,65,16.07,776,86.98,0,1,59,6,30,0,111,109,6021,4937,150,32.91,4.91,40.1,1,0,0," Ravichandran Ashwin","India","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"435",31,16,9,23,7,3.28,94,24.46,0,0,0,1,10,0,31,31,1552,1016,40,25.4,3.92,38.8,1,0,0," Amir Hamza Hotak","Afghanistan","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"436",11,3,1,10,5,5,27,37.03,0,0,1,0,1,0,11,9,450,474,9,52.66,6.32,50,0,0,0," Miguel Lamar Cummins","West Indies","Batting style Left-hand bat","Bowling style Right-arm fast-medium"
"437",5,2,2,1,1,NA,6,16.66,0,0,0,0,2,0,5,4,150,143,5,28.6,5.72,30,0,0,0," Fareed Ahmad Malik","Afghanistan","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"438",44,42,6,1115,139,30.97,1615,69.04,2,6,93,8,22,0,44,6,132,130,6,21.66,5.9,22,0,0,0," Preston Luke Mommsen","Scotland","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"439",29,26,5,471,64,22.42,715,65.87,0,2,44,1,9,0,29,27,1199,1014,47,21.57,5.07,25.5,1,2,0," Joshua Henry Davey","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"440",4,4,1,14,7,4.66,26,53.84,0,0,2,0,0,0,4,4,144,172,4,43,7.16,36,0,0,0," Lahiru Dilshan Madushanka","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"441",2,2,1,3,2,3,7,42.85,0,0,0,0,1,0,2,2,62,67,0,NA,6.48,NA,0,0,0," Carl Tapfuma Mumba","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"442",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,12,22,0,NA,11,NA,0,0,0," Asitha Madusanka Fernando","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"443",184,123,37,1327,73,15.43,1629,81.46,0,4,95,39,46,0,184,181,8263,6751,199,33.92,4.9,41.5,4,1,0," Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"444",2,2,0,11,8,5.5,26,42.3,0,0,0,1,2,0,2,2,114,105,1,105,5.52,114,0,0,0," Pawuluge Malinda Pushpakumara","Sri Lanka","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"445",2,2,0,15,11,7.5,29,51.72,0,0,2,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Eldeniya Medagedara Dilshan Yasika Munaweera","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"446",8,8,0,151,39,18.87,267,56.55,0,0,19,0,3,0,8,2,30,20,0,NA,4,NA,0,0,0," John Anderson","Ireland","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"447",4,2,2,15,15,NA,11,136.36,0,0,2,0,1,0,4,4,186,155,5,31,5,37.2,0,0,0," Jacob Mulder","Ireland","Batting style Right-hand bat","Bowling style Legbreak"
"448",1,1,1,38,38,NA,27,140.74,0,0,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Sunil Walford Ambris","West Indies","Batting style Right-hand bat",NA
"449",90,42,9,278,43,8.42,323,86.06,0,0,31,5,20,0,90,88,4341,3780,128,29.53,5.22,33.9,3,1,0," Jerome Everton Taylor","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast"
"450",49,48,6,1139,129,27.11,1512,75.33,2,4,99,27,19,0,49,16,293,235,8,29.37,4.81,36.6,0,0,0," Nawroz Khan Mangal","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"451",10,10,0,191,94,19.1,300,63.66,0,1,21,3,6,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shabir Ahmed Noori","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"452",46,38,11,387,52,14.33,543,71.27,0,1,22,16,8,0,46,45,2009,1360,46,29.56,4.06,43.6,1,0,0," Mirwais Ashraf","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"453",1,1,0,9,9,9,33,27.27,0,0,0,0,0,0,1,1,24,31,0,NA,7.75,NA,0,0,0," Karim Janat","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm medium"
"454",1,1,1,1,1,NA,9,11.11,0,0,0,0,0,0,1,1,60,45,1,45,4.5,60,0,0,0," Subashis Roy","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"455",4,2,0,21,11,10.5,40,52.5,0,0,2,0,1,0,4,4,222,151,5,30.2,4.08,44.4,1,0,0," Taijul Islam","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"456",2,1,1,0,0,NA,1,0,0,0,0,0,2,0,2,2,110,111,2,55.5,6.05,55,0,0,0," Naveen-ul-Haq Murid","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"457",5,5,1,26,8,6.5,75,34.66,0,0,0,0,1,0,5,5,198,147,4,36.75,4.45,49.5,0,0,0," Khondaker Mosharraf Hossain","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"458",56,31,11,126,24,6.3,221,57.01,0,0,13,2,8,0,56,56,2342,2294,63,36.41,5.87,37.1,4,0,0," Shafiul Islam","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"459",21,13,2,81,20,7.36,162,50,0,0,5,0,4,0,21,21,1085,829,26,31.88,4.58,41.7,0,0,0," Aaron Mpho Phangiso","South Africa","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"460",5,5,0,32,16,6.4,67,47.76,0,0,3,0,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Sean Paul Terry","England","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"461",18,17,2,469,98,31.26,570,82.28,0,4,43,8,3,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Usman Tariq Khawaja","Australia","Batting style Left-hand bat","Bowling style Right-arm medium"
"462",3,1,1,6,6,NA,4,150,0,0,1,0,1,0,3,3,158,171,1,171,6.49,158,0,0,0," Daniel James Worrall","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"463",14,4,1,9,4,3,22,40.9,0,0,0,0,3,0,14,13,716,725,16,45.31,6.07,44.7,0,0,0," Scott Michael Boland","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"464",90,85,10,3044,156,40.58,3645,83.51,3,22,222,57,48,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," George John Bailey","Australia","Batting style Right-hand bat","Bowling style Right-arm medium"
"465",36,35,3,1239,132,38.71,1313,94.36,3,7,131,22,22,0,36,3,45,44,1,44,5.86,45,0,0,0," Rilee Roscoe Rossouw","South Africa","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"466",4,3,2,23,23,23,37,62.16,0,0,2,1,1,0,4,4,240,255,7,36.42,6.37,34.2,0,0,0," Christopher Peter Tremain","Australia","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"467",2,2,0,1,1,0.5,4,25,0,0,0,0,0,0,2,2,120,131,3,43.66,6.55,40,0,0,0," Joe Matthew Mennie","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"468",28,13,4,76,23,8.44,126,60.31,0,0,6,0,7,0,28,27,1303,1051,34,30.91,4.83,38.3,2,0,0," Kyle John Abbott","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"469",25,25,0,812,152,32.48,716,113.4,1,6,104,28,6,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Sharjeel Khan","Pakistan","Batting style Left-hand bat","Bowling style Legbreak"
"470",25,22,6,460,75,28.75,512,89.84,0,3,38,5,24,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Rizwan","Pakistan","Batting style Right-hand bat",NA
"471",47,30,7,182,31,7.91,240,75.83,0,0,19,3,9,0,47,46,2387,1913,39,49.05,4.8,61.2,3,0,0," Sulieman Jamaal Benn","West Indies","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"472",65,45,12,363,36,11,441,82.31,0,0,36,12,14,0,65,65,3540,2435,92,26.46,4.12,38.4,4,2,0," Sunil Philip Narine","West Indies","Batting style Left-hand bat","Bowling style Right-arm offbreak"
